mirna	contrast	model	n_targets_total	n_targets_tested	n_targets_DE	n_targets_up	n_targets_down	fisher_odds_ratio	fisher_p_value	mean_target_logFC	median_target_logFC	inferred_activity	mirna_family	mirna_function	spaceflight_relevance	target_genes	de_target_genes	fisher_fdr
miR160	CFDmodel_Light_lightred_light	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.020956487104189347	-0.15457750057766	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFDmodel_Light_lightred_light	cfd_covariate	4	4	0	0	0	0.0	1.0	0.33942478310409374	0.5985582818475405	DOWN (targets de-repressed)	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	CFDmodel_Light_lightred_light	cfd_covariate	4	4	0	0	0	0.0	1.0	0.38253670904344883	0.295086730017064	DOWN (targets de-repressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	CFDmodel_Light_lightred_light	cfd_covariate	4	4	0	0	0	0.0	1.0	0.38253670904344883	0.295086730017064	DOWN (targets de-repressed)	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	CFDmodel_Light_lightred_light	cfd_covariate	3	3	1	1	0	1.7281561898091402	0.5334741628460951	0.05850106035495598	0.444357214330738	UNCHANGED	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020	AT5G37020	1.0
miR169	CFDmodel_Light_lightred_light	cfd_covariate	4	4	1	0	1	1.1520457596451292	0.6381812583990658	-0.21378497454792172	-0.09223570328047101	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910	AT5G12840	1.0
miR171	CFDmodel_Light_lightred_light	cfd_covariate	4	4	1	0	1	1.1520457596451292	0.6381812583990658	-0.45136737493600615	-0.0848025756492343	UP (targets suppressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150	1.0
miR172	CFDmodel_Light_lightred_light	cfd_covariate	4	4	1	0	1	1.1520457596451292	0.6381812583990658	-0.36951095455075816	-0.4147238892034808	UP (targets suppressed)	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560	AT5G67030	1.0
miR319	CFDmodel_Light_lightred_light	cfd_covariate	4	4	0	0	0	0.0	1.0	0.19421790410041773	0.39018228251742804	UNCHANGED	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	CFDmodel_Light_lightred_light	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.38160144764904447	-0.3517494266924755	UP (targets suppressed)	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	CFDmodel_Light_lightred_light	cfd_covariate	5	5	0	0	0	0.0	1.0	-0.0792619224239172	-0.103883433859604	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680		1.0
miR397	CFDmodel_Light_lightred_light	cfd_covariate	3	3	1	1	0	1.7281561898091402	0.5334741628460951	2.5419201048676414	0.867449649181994	DOWN (targets de-repressed)	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990	AT2G40370	1.0
miR398	CFDmodel_Light_lightred_light	cfd_covariate	3	3	0	0	0	0.0	1.0	0.240166694825119	0.700351508690813	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	CFDmodel_Light_lightred_light	cfd_covariate	2	2	1	0	1	3.456487480301173	0.3984726135364489	-3.385865454211291	-3.385865454211291	UP (targets suppressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230	AT5G20230	1.0
miR157	CFDmodel_Light_lightred_light	cfd_covariate	4	4	1	1	0	1.1520457596451292	0.6381812583990658	-0.1441847047425972	-0.2686944452583845	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810	AT2G42200	1.0
miR158	CFDmodel_Light_lightred_light	cfd_covariate	2	2	0	0	0	0.0	1.0	0.12730916188992403	0.12730916188992403	UNCHANGED	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	CFDmodel_Light_lightred_light	cfd_covariate	4	4	1	0	1	1.1520457596451292	0.6381812583990658	-0.6106932865601516	0.307343565527527	UP (targets suppressed)	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890	AT1G80840	1.0
miR156	CFDmodel_Light_lightunspecified	cfd_covariate	8	8	1	0	1	1.19403141911417	0.5951585045063138	-0.4987439950140252	-0.5538655276692019	UP (targets suppressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550	AT1G28550	1.0
miR159	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.4707592930909742	-0.47076686792799605	UP (targets suppressed)	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	CFDmodel_Light_lightunspecified	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.04010198982582866	-0.12499436724117	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.16754187318313613	-0.4331025741513993	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170		1.0
miR165	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.23860975904490803	-0.17469294149918085	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.23860975904490803	-0.17469294149918085	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	CFDmodel_Light_lightunspecified	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.5937244995979486	-0.748097342350271	UP (targets suppressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	0.10984806723291649	0.15052440830632852	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.14545436386954308	-0.1839858125471577	UNCHANGED	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170		1.0
miR172	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	0.07069876069771018	0.13784870627179585	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	1	0	1	2.7865636876302564	0.3637045066342888	-0.7293231702622539	-0.6155889555706965	UP (targets suppressed)	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310	AT2G31070	1.0
miR393	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.040979469645933894	-0.0500859398026178	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	CFDmodel_Light_lightunspecified	cfd_covariate	5	5	1	1	0	2.0898308201544684	0.4317120409953534	0.19194802377234743	0.0261401390042886	UNCHANGED	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680	AT4G24150	1.0
miR397	CFDmodel_Light_lightunspecified	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.17340173728804578	-0.253061177268907	UNCHANGED	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990		1.0
miR398	CFDmodel_Light_lightunspecified	cfd_covariate	3	3	0	0	0	0.0	1.0	0.2597487762972123	0.348738986457525	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	CFDmodel_Light_lightunspecified	cfd_covariate	2	2	1	0	1	8.360426627436558	0.2023111763331846	-2.0637576252582117	-2.0637576252582117	UP (targets suppressed)	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230	AT5G20230	1.0
miR157	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.6446784876691783	-0.7493068331314555	UP (targets suppressed)	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810		1.0
miR158	CFDmodel_Light_lightunspecified	cfd_covariate	2	2	0	0	0	0.0	1.0	-0.7916963321126655	-0.7916963321126655	UP (targets suppressed)	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	CFDmodel_Light_lightunspecified	cfd_covariate	4	4	0	0	0	0.0	1.0	0.10752393911258133	0.227582078261734	UNCHANGED	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	8	8	3	1	2	8.444431279620852	0.01272562816928074	-0.1802959191011309	0.060998672896601255	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550	AT3G15270;AT5G50570;AT5G43270	1.0
miR159	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	0.10171682705428749	0.05045016788578395	UNCHANGED	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	3	3	0	0	0	0.0	1.0	-0.112758571336611	-0.0231316870064888	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	1	0	1	4.6861932938856015	0.24042830959158057	-0.48512971331946875	-0.332251741676003	UP (targets suppressed)	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170	AT1G56010	1.0
miR165	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	0.07611226867866547	0.12654402302569545	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	0.07611226867866547	0.12654402302569545	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	3	3	0	0	0	0.0	1.0	0.3136435512470543	0.362825138363964	DOWN (targets de-repressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	0.04640870505183526	0.06968064433286104	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
miR171	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	1	0	1	4.6861932938856015	0.24042830959158057	-1.234319418839977	-0.19898667678519885	UP (targets suppressed)	SCL6/SCL22/SCL27 (GRAS domain)	Meristem maintenance, leaf development	Meristem function is altered in microgravity	AT2G45160;AT3G60150;AT4G00150;AT1G69170	AT3G60150	1.0
miR172	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.23091554982488502	-0.23519626591299253	UNCHANGED	AP2/TOE1/TOE2/SMZ	Flowering time, floral identity	Flowering time is altered in spaceflight	AT2G28550;AT5G67030;AT4G36920;AT5G11560		1.0
miR319	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	0.160285317983868	0.08990517736121045	UNCHANGED	TCP2/TCP3/TCP4/TCP10	Leaf development, jasmonate biosynthesis	TCPs regulate leaf morphology; spaceflight affects leaf development	AT1G53230;AT2G31070;AT3G15030;AT5G08310		1.0
miR393	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.20645637051305976	-0.13794945478999449	UNCHANGED	TIR1/AFB2/AFB3 (auxin receptors)	Auxin perception, stress response	TIR1 is the auxin receptor; miR393-mediated downregulation would alter auxin sensitivity in microgravity	AT3G62980;AT5G44750;AT5G64360;AT2G39360		1.0
miR396	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	5	5	1	0	1	3.5144970414201184	0.29089928010046634	-0.35936867382257265	-0.319711093661407	UP (targets suppressed)	GRF1-7 (GROWTH REGULATING FACTOR)	Leaf growth, root development	GRFs regulate organ growth; spaceflight alters growth patterns	AT2G36400;AT4G24150;AT5G53460;AT3G46980;AT5G07680	AT3G46980	1.0
miR397	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	3	3	1	0	1	7.029585798816568	0.18636729151503537	-0.323404016870213	-0.0992448274513518	UP (targets suppressed)	LAC2/LAC4/LAC17 (laccases)	Lignin biosynthesis, secondary cell wall	Cell wall remodeling occurs in microgravity; lignin deposition is altered	AT2G40370;AT2G46570;AT5G05990	AT2G40370	1.0
miR398	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	3	3	0	0	0	0.0	1.0	0.11617663930420892	0.0751690491787162	UNCHANGED	CSD1/CSD2/CCS (Cu/Zn superoxide dismutases)	Oxidative stress response	Oxidative stress is a major spaceflight stress; miR398 downregulation would increase CSD levels	AT1G08830;AT2G28190;AT5G18100		1.0
miR408	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	2	2	0	0	0	0.0	1.0	-0.18288882168654214	-0.18288882168654214	UNCHANGED	Plantacyanin, laccase	Copper homeostasis, cell wall	Cell wall remodeling in microgravity	AT2G44790;AT5G20230		1.0
miR157	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	1	0	1	4.6861932938856015	0.24042830959158057	-0.14136032393336684	0.18699635014927474	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing	Same as miR156	AT2G42200;AT5G43270;AT1G20980;AT2G33810	AT5G43270	1.0
miR158	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	2	2	0	0	0	0.0	1.0	0.06040478927087051	0.06040478927087051	UNCHANGED	PPR (pentatricopeptide repeat)	RNA processing in organelles	Organelle function may be affected in microgravity	AT1G06580;AT1G62670		1.0
miR395	CFDmodel_Ecotype_ecotype_simpleWS	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.414084108318499	-0.493026074480926	UP (targets suppressed)	APS1/APS3/APS4/SULTR2;1	Sulfate assimilation and transport	Nutrient metabolism may be altered in spaceflight	AT3G22890;AT5G67500;AT1G80840;AT3G22890		1.0
miR156	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	8	8	1	0	1	0.7949653545628778	0.7334554656291496	-0.17637535425344086	0.3995831540235635	UNCHANGED	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	Developmental timing, vegetative phase change	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing	AT2G42200;AT5G43270;AT1G20980;AT2G33810;AT3G15270;AT1G53160;AT5G50570;AT1G28550	AT5G50570	1.0
miR159	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	4	4	0	0	0	0.0	1.0	0.39478341970880826	0.5104917387159725	DOWN (targets de-repressed)	MYB33/MYB65/GAMYB	ABA signaling, germination, stress response	ABA signaling is altered in microgravity; miR159 is a key ABA-responsive miRNA	AT1G66370;AT2G42200;AT5G06100;AT3G11400		1.0
miR160	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	3	3	0	0	0	0.0	1.0	0.0788700382622158	0.075186935195823	UNCHANGED	ARF10/ARF16/ARF17	Auxin signaling, root cap formation, leaf development	Auxin redistribution is central to gravitropic response; ARF10/16/17 regulate root gravitropism	AT2G28350;AT4G30080;AT1G77850		1.0
miR164	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	4	4	1	0	1	1.855263157894737	0.48369132036609547	-0.128342824231498	0.005928039987653497	UNCHANGED	NAC1/CUC1/CUC2	Lateral root development, organ boundary formation	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots	AT1G56010;AT5G61430;AT5G07680;AT3G15170	AT1G56010	1.0
miR165	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.21029985802648524	-0.2369961624053	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development, meristem	Vascular patterning may be affected by altered auxin flow in microgravity	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR166	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.21029985802648524	-0.2369961624053	UNCHANGED	PHB/PHV/REV/CNA (HD-ZIP III)	Leaf polarity, vascular development	Same as miR165	AT1G52150;AT1G30490;AT5G60690;AT5G65600		1.0
miR167	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	3	3	0	0	0	0.0	1.0	0.7226453110503144	0.724060248060448	DOWN (targets de-repressed)	ARF6/ARF8	Auxin signaling, root development, flower development	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture	AT1G30330;AT2G33810;AT5G37020		1.0
miR169	CFDmodel_Ecotype_ecotype_simpleother	cfd_covariate	4	4	0	0	0	0.0	1.0	-0.0788041621251157	-0.06694485622238885	UNCHANGED	NF-YA (nuclear factor Y, subunit A)	Drought stress, ABA signaling, flowering	NF-YA regulates drought stress; spaceflight induces stress-like transcriptional responses	AT1G54160;AT5G12840;AT3G05690;AT3G20910		1.0
